region,categorie,typeCategorie,annee,pourcentage
Auvergne - Rhne-Alpes,CSP+,categorie socioprofessionnelle,2016,28,38790171
Auvergne - Rhne-Alpes,CSP+,categorie socioprofessionnelle,2017,30,1799225
Auvergne - Rhne-Alpes,CSP+,categorie socioprofessionnelle,2018,30,16806857
Auvergne - Rhne-Alpes,CSP+,categorie socioprofessionnelle,2019,26,40937716
Auvergne - Rhne-Alpes,CSP+,categorie socioprofessionnelle,2020,27,76596612
Bourgogne - Franche-Comt,CSP+,categorie socioprofessionnelle,2016,25,00847094
Bourgogne - Franche-Comt,CSP+,categorie socioprofessionnelle,2017,27,04252671
Bourgogne - Franche-Comt,CSP+,categorie socioprofessionnelle,2018,28,85309224
Bourgogne - Franche-Comt,CSP+,categorie socioprofessionnelle,2019,24,79204818
Bourgogne - Franche-Comt,CSP+,categorie socioprofessionnelle,2020,24,3968545
Bretagne,CSP+,categorie socioprofessionnelle,2016,27,47933225
Bretagne,CSP+,categorie socioprofessionnelle,2017,28,59193365
Bretagne,CSP+,categorie socioprofessionnelle,2018,29,59405018
Bretagne,CSP+,categorie socioprofessionnelle,2019,27,18269784
Bretagne,CSP+,categorie socioprofessionnelle,2020,28,73708913
Centre - Val-de-Loire,CSP+,categorie socioprofessionnelle,2016,25,03290304
Centre - Val-de-Loire,CSP+,categorie socioprofessionnelle,2017,28,07109825
Centre - Val-de-Loire,CSP+,categorie socioprofessionnelle,2018,27,45168725
Centre - Val-de-Loire,CSP+,categorie socioprofessionnelle,2019,25,03133848
Centre - Val-de-Loire,CSP+,categorie socioprofessionnelle,2020,24,48983905
Corse,CSP+,categorie socioprofessionnelle,2016,
Corse,CSP+,categorie socioprofessionnelle,2017,
Corse,CSP+,categorie socioprofessionnelle,2018,
Corse,CSP+,categorie socioprofessionnelle,2019,
Corse,CSP+,categorie socioprofessionnelle,2020,
Grand-Est,CSP+,categorie socioprofessionnelle,2016,27,27387593
Grand-Est,CSP+,categorie socioprofessionnelle,2017,29,49363454
Grand-Est,CSP+,categorie socioprofessionnelle,2018,29,81360496
Grand-Est,CSP+,categorie socioprofessionnelle,2019,27,64348359
Grand-Est,CSP+,categorie socioprofessionnelle,2020,26,70769611
Hauts-de-France,CSP+,categorie socioprofessionnelle,2016,25,5963805
Hauts-de-France,CSP+,categorie socioprofessionnelle,2017,28,67321672
Hauts-de-France,CSP+,categorie socioprofessionnelle,2018,28,31712988
Hauts-de-France,CSP+,categorie socioprofessionnelle,2019,24,65503796
Hauts-de-France,CSP+,categorie socioprofessionnelle,2020,26,22283016
Ile-de-France,CSP+,categorie socioprofessionnelle,2016,36,38083595
Ile-de-France,CSP+,categorie socioprofessionnelle,2017,37,14010592
Ile-de-France,CSP+,categorie socioprofessionnelle,2018,37,83529472
Ile-de-France,CSP+,categorie socioprofessionnelle,2019,34,93253518
Ile-de-France,CSP+,categorie socioprofessionnelle,2020,34,90045757
Normandie,CSP+,categorie socioprofessionnelle,2016,25,75079426
Normandie,CSP+,categorie socioprofessionnelle,2017,27,48817
Normandie,CSP+,categorie socioprofessionnelle,2018,26,68151894
Normandie,CSP+,categorie socioprofessionnelle,2019,25,11520329
Normandie,CSP+,categorie socioprofessionnelle,2020,29,44569963
Nouvelle Aquitaine,CSP+,categorie socioprofessionnelle,2016,28,7425947
Nouvelle Aquitaine,CSP+,categorie socioprofessionnelle,2017,29,2008991
Nouvelle Aquitaine,CSP+,categorie socioprofessionnelle,2018,28,34660147
Nouvelle Aquitaine,CSP+,categorie socioprofessionnelle,2019,28,10424714
Nouvelle Aquitaine,CSP+,categorie socioprofessionnelle,2020,27,7903502
Occitanie,CSP+,categorie socioprofessionnelle,2016,29,53512395
Occitanie,CSP+,categorie socioprofessionnelle,2017,30,90816715
Occitanie,CSP+,categorie socioprofessionnelle,2018,30,42784203
Occitanie,CSP+,categorie socioprofessionnelle,2019,27,20102398
Occitanie,CSP+,categorie socioprofessionnelle,2020,28,22713097
Pays de la Loire,CSP+,categorie socioprofessionnelle,2016,24,63143188
Pays de la Loire,CSP+,categorie socioprofessionnelle,2017,26,37735245
Pays de la Loire,CSP+,categorie socioprofessionnelle,2018,24,88694259
Pays de la Loire,CSP+,categorie socioprofessionnelle,2019,24,28007345
Pays de la Loire,CSP+,categorie socioprofessionnelle,2020,22,78297371
Provence-Alpes-Cte-d'Azur,CSP+,categorie socioprofessionnelle,2016,31,47609788
Provence-Alpes-Cte-d'Azur,CSP+,categorie socioprofessionnelle,2017,32,27135861
Provence-Alpes-Cte-d'Azur,CSP+,categorie socioprofessionnelle,2018,31,85460385
Provence-Alpes-Cte-d'Azur,CSP+,categorie socioprofessionnelle,2019,29,98457494
Provence-Alpes-Cte-d'Azur,CSP+,categorie socioprofessionnelle,2020,30,95016278
Auvergne - Rhne-Alpes,CSP-,categorie socioprofessionnelle,2016,19,03954206
Auvergne - Rhne-Alpes,CSP-,categorie socioprofessionnelle,2017,18,06547809
Auvergne - Rhne-Alpes,CSP-,categorie socioprofessionnelle,2018,21,23952847
Auvergne - Rhne-Alpes,CSP-,categorie socioprofessionnelle,2019,17,84842194
Auvergne - Rhne-Alpes,CSP-,categorie socioprofessionnelle,2020,17,7526479
Bourgogne - Franche-Comt,CSP-,categorie socioprofessionnelle,2016,23,27009891
Bourgogne - Franche-Comt,CSP-,categorie socioprofessionnelle,2017,21,70640358
Bourgogne - Franche-Comt,CSP-,categorie socioprofessionnelle,2018,22,79393199
Bourgogne - Franche-Comt,CSP-,categorie socioprofessionnelle,2019,18,55947914
Bourgogne - Franche-Comt,CSP-,categorie socioprofessionnelle,2020,20,87870486
Bretagne,CSP-,categorie socioprofessionnelle,2016,20,6291296
Bretagne,CSP-,categorie socioprofessionnelle,2017,18,35570295
Bretagne,CSP-,categorie socioprofessionnelle,2018,21,24542804
Bretagne,CSP-,categorie socioprofessionnelle,2019,17,67642715
Bretagne,CSP-,categorie socioprofessionnelle,2020,17,31874773
Centre - Val-de-Loire,CSP-,categorie socioprofessionnelle,2016,21,18391534
Centre - Val-de-Loire,CSP-,categorie socioprofessionnelle,2017,19,70975913
Centre - Val-de-Loire,CSP-,categorie socioprofessionnelle,2018,20,81013171
Centre - Val-de-Loire,CSP-,categorie socioprofessionnelle,2019,17,16002752
Centre - Val-de-Loire,CSP-,categorie socioprofessionnelle,2020,17,71423997
Corse,CSP-,categorie socioprofessionnelle,2016,
Corse,CSP-,categorie socioprofessionnelle,2017,
Corse,CSP-,categorie socioprofessionnelle,2018,
Corse,CSP-,categorie socioprofessionnelle,2019,
Corse,CSP-,categorie socioprofessionnelle,2020,
Grand-Est,CSP-,categorie socioprofessionnelle,2016,21,68695822
Grand-Est,CSP-,categorie socioprofessionnelle,2017,20,67356668
Grand-Est,CSP-,categorie socioprofessionnelle,2018,22,19599578
Grand-Est,CSP-,categorie socioprofessionnelle,2019,18,2295405
Grand-Est,CSP-,categorie socioprofessionnelle,2020,17,18544522
Hauts-de-France,CSP-,categorie socioprofessionnelle,2016,23,21606956
Hauts-de-France,CSP-,categorie socioprofessionnelle,2017,19,85649866
Hauts-de-France,CSP-,categorie socioprofessionnelle,2018,23,17209251
Hauts-de-France,CSP-,categorie socioprofessionnelle,2019,20,02897043
Hauts-de-France,CSP-,categorie socioprofessionnelle,2020,19,22158712
Ile-de-France,CSP-,categorie socioprofessionnelle,2016,15,54307977
Ile-de-France,CSP-,categorie socioprofessionnelle,2017,15,10501878
Ile-de-France,CSP-,categorie socioprofessionnelle,2018,17,07176874
Ile-de-France,CSP-,categorie socioprofessionnelle,2019,14,47353619
Ile-de-France,CSP-,categorie socioprofessionnelle,2020,14,58580917
Normandie,CSP-,categorie socioprofessionnelle,2016,22,97018885
Normandie,CSP-,categorie socioprofessionnelle,2017,20,83675985
Normandie,CSP-,categorie socioprofessionnelle,2018,24,01422897
Normandie,CSP-,categorie socioprofessionnelle,2019,18,39166592
Normandie,CSP-,categorie socioprofessionnelle,2020,16,8676602
Nouvelle Aquitaine,CSP-,categorie socioprofessionnelle,2016,18,88830954
Nouvelle Aquitaine,CSP-,categorie socioprofessionnelle,2017,19,26725603
Nouvelle Aquitaine,CSP-,categorie socioprofessionnelle,2018,20,50900566
Nouvelle Aquitaine,CSP-,categorie socioprofessionnelle,2019,15,50684017
Nouvelle Aquitaine,CSP-,categorie socioprofessionnelle,2020,16,24667205
Occitanie,CSP-,categorie socioprofessionnelle,2016,20,30175867
Occitanie,CSP-,categorie socioprofessionnelle,2017,18,38820247
Occitanie,CSP-,categorie socioprofessionnelle,2018,20,79685233
Occitanie,CSP-,categorie socioprofessionnelle,2019,17,50811431
Occitanie,CSP-,categorie socioprofessionnelle,2020,17,33181427
Pays de la Loire,CSP-,categorie socioprofessionnelle,2016,21,74592974
Pays de la Loire,CSP-,categorie socioprofessionnelle,2017,19,90286669
Pays de la Loire,CSP-,categorie socioprofessionnelle,2018,20,80349875
Pays de la Loire,CSP-,categorie socioprofessionnelle,2019,15,29809946
Pays de la Loire,CSP-,categorie socioprofessionnelle,2020,18,14476675
Provence-Alpes-Cte-d'Azur,CSP-,categorie socioprofessionnelle,2016,17,9803067
Provence-Alpes-Cte-d'Azur,CSP-,categorie socioprofessionnelle,2017,16,41391592
Provence-Alpes-Cte-d'Azur,CSP-,categorie socioprofessionnelle,2018,19,94913652
Provence-Alpes-Cte-d'Azur,CSP-,categorie socioprofessionnelle,2019,17,06658852
Provence-Alpes-Cte-d'Azur,CSP-,categorie socioprofessionnelle,2020,15,19720788
Auvergne - Rhne-Alpes,inactif tudiant,categorie socioprofessionnelle,2016,28,26385472
Auvergne - Rhne-Alpes,inactif tudiant,categorie socioprofessionnelle,2017,30,32817068
Auvergne - Rhne-Alpes,inactif tudiant,categorie socioprofessionnelle,2018,28,56068506
Auvergne - Rhne-Alpes,inactif tudiant,categorie socioprofessionnelle,2019,33,3482356
Auvergne - Rhne-Alpes,inactif tudiant,categorie socioprofessionnelle,2020,31,73604184
Bourgogne - Franche-Comt,inactif tudiant,categorie socioprofessionnelle,2016,31,29226957
Bourgogne - Franche-Comt,inactif tudiant,categorie socioprofessionnelle,2017,31,89251432
Bourgogne - Franche-Comt,inactif tudiant,categorie socioprofessionnelle,2018,29,65171166
Bourgogne - Franche-Comt,inactif tudiant,categorie socioprofessionnelle,2019,33,82356214
Bourgogne - Franche-Comt,inactif tudiant,categorie socioprofessionnelle,2020,32,02110668
Bretagne,inactif tudiant,categorie socioprofessionnelle,2016,27,03401285
Bretagne,inactif tudiant,categorie socioprofessionnelle,2017,28,74265969
Bretagne,inactif tudiant,categorie socioprofessionnelle,2018,29,6899787
Bretagne,inactif tudiant,categorie socioprofessionnelle,2019,31,12336209
Bretagne,inactif tudiant,categorie socioprofessionnelle,2020,28,87375012
Centre - Val-de-Loire,inactif tudiant,categorie socioprofessionnelle,2016,26,43223042
Centre - Val-de-Loire,inactif tudiant,categorie socioprofessionnelle,2017,27,88589699
Centre - Val-de-Loire,inactif tudiant,categorie socioprofessionnelle,2018,30,385996
Centre - Val-de-Loire,inactif tudiant,categorie socioprofessionnelle,2019,32,4528345
Centre - Val-de-Loire,inactif tudiant,categorie socioprofessionnelle,2020,33,23861875
Corse,inactif tudiant,categorie socioprofessionnelle,2016,
Corse,inactif tudiant,categorie socioprofessionnelle,2017,
Corse,inactif tudiant,categorie socioprofessionnelle,2018,
Corse,inactif tudiant,categorie socioprofessionnelle,2019,
Corse,inactif tudiant,categorie socioprofessionnelle,2020,
Grand-Est,inactif tudiant,categorie socioprofessionnelle,2016,25,38241702
Grand-Est,inactif tudiant,categorie socioprofessionnelle,2017,30,20930976
Grand-Est,inactif tudiant,categorie socioprofessionnelle,2018,28,05558652
Grand-Est,inactif tudiant,categorie socioprofessionnelle,2019,32,82821538
Grand-Est,inactif tudiant,categorie socioprofessionnelle,2020,33,49607861
Hauts-de-France,inactif tudiant,categorie socioprofessionnelle,2016,29,75687592
Hauts-de-France,inactif tudiant,categorie socioprofessionnelle,2017,31,26400781
Hauts-de-France,inactif tudiant,categorie socioprofessionnelle,2018,30,50400881
Hauts-de-France,inactif tudiant,categorie socioprofessionnelle,2019,34,71532561
Hauts-de-France,inactif tudiant,categorie socioprofessionnelle,2020,36,03461425
Ile-de-France,inactif tudiant,categorie socioprofessionnelle,2016,24,17682662
Ile-de-France,inactif tudiant,categorie socioprofessionnelle,2017,28,55888728
Ile-de-France,inactif tudiant,categorie socioprofessionnelle,2018,26,97012646
Ile-de-France,inactif tudiant,categorie socioprofessionnelle,2019,30,29676122
Ile-de-France,inactif tudiant,categorie socioprofessionnelle,2020,31,0717615
Normandie,inactif tudiant,categorie socioprofessionnelle,2016,28,08067869
Normandie,inactif tudiant,categorie socioprofessionnelle,2017,30,42137101
Normandie,inactif tudiant,categorie socioprofessionnelle,2018,31,41677251
Normandie,inactif tudiant,categorie socioprofessionnelle,2019,33,64945992
Normandie,inactif tudiant,categorie socioprofessionnelle,2020,34,23607603
Nouvelle Aquitaine,inactif tudiant,categorie socioprofessionnelle,2016,28,10133082
Nouvelle Aquitaine,inactif tudiant,categorie socioprofessionnelle,2017,30,38683086
Nouvelle Aquitaine,inactif tudiant,categorie socioprofessionnelle,2018,30,68455513
Nouvelle Aquitaine,inactif tudiant,categorie socioprofessionnelle,2019,32,47334367
Nouvelle Aquitaine,inactif tudiant,categorie socioprofessionnelle,2020,34,44886408
Occitanie,inactif tudiant,categorie socioprofessionnelle,2016,26,85833273
Occitanie,inactif tudiant,categorie socioprofessionnelle,2017,27,11461676
Occitanie,inactif tudiant,categorie socioprofessionnelle,2018,27,85541196
Occitanie,inactif tudiant,categorie socioprofessionnelle,2019,31,76189685
Occitanie,inactif tudiant,categorie socioprofessionnelle,2020,33,10673415
Pays de la Loire,inactif tudiant,categorie socioprofessionnelle,2016,25,73662038
Pays de la Loire,inactif tudiant,categorie socioprofessionnelle,2017,28,24120097
Pays de la Loire,inactif tudiant,categorie socioprofessionnelle,2018,29,57803294
Pays de la Loire,inactif tudiant,categorie socioprofessionnelle,2019,32,52454921
Pays de la Loire,inactif tudiant,categorie socioprofessionnelle,2020,31,61088836
Provence-Alpes-Cte-d'Azur,inactif tudiant,categorie socioprofessionnelle,2016,25,0341281
Provence-Alpes-Cte-d'Azur,inactif tudiant,categorie socioprofessionnelle,2017,25,26131355
Provence-Alpes-Cte-d'Azur,inactif tudiant,categorie socioprofessionnelle,2018,25,06329896
Provence-Alpes-Cte-d'Azur,inactif tudiant,categorie socioprofessionnelle,2019,28,11717817
Provence-Alpes-Cte-d'Azur,inactif tudiant,categorie socioprofessionnelle,2020,31,59615232
Auvergne - Rhne-Alpes,inactifs non tudiant,categorie socioprofessionnelle,2016,24,30870151
Auvergne - Rhne-Alpes,inactifs non tudiant,categorie socioprofessionnelle,2017,21,42642874
Auvergne - Rhne-Alpes,inactifs non tudiant,categorie socioprofessionnelle,2018,20,03171789
Auvergne - Rhne-Alpes,inactifs non tudiant,categorie socioprofessionnelle,2019,22,3939653
Auvergne - Rhne-Alpes,inactifs non tudiant,categorie socioprofessionnelle,2020,22,74534414
Bourgogne - Franche-Comt,inactifs non tudiant,categorie socioprofessionnelle,2016,20,42916057
Bourgogne - Franche-Comt,inactifs non tudiant,categorie socioprofessionnelle,2017,19,3585554
Bourgogne - Franche-Comt,inactifs non tudiant,categorie socioprofessionnelle,2018,18,70126411
Bourgogne - Franche-Comt,inactifs non tudiant,categorie socioprofessionnelle,2019,22,82491054
Bourgogne - Franche-Comt,inactifs non tudiant,categorie socioprofessionnelle,2020,22,70333396
Bretagne,inactifs non tudiant,categorie socioprofessionnelle,2016,24,8575253
Bretagne,inactifs non tudiant,categorie socioprofessionnelle,2017,24,30970371
Bretagne,inactifs non tudiant,categorie socioprofessionnelle,2018,19,47054308
Bretagne,inactifs non tudiant,categorie socioprofessionnelle,2019,24,01751292
Bretagne,inactifs non tudiant,categorie socioprofessionnelle,2020,25,07041302
Centre - Val-de-Loire,inactifs non tudiant,categorie socioprofessionnelle,2016,27,3509512
Centre - Val-de-Loire,inactifs non tudiant,categorie socioprofessionnelle,2017,24,33324563
Centre - Val-de-Loire,inactifs non tudiant,categorie socioprofessionnelle,2018,21,35218504
Centre - Val-de-Loire,inactifs non tudiant,categorie socioprofessionnelle,2019,25,3557995
Centre - Val-de-Loire,inactifs non tudiant,categorie socioprofessionnelle,2020,24,55730223
Corse,inactifs non tudiant,categorie socioprofessionnelle,2016,
Corse,inactifs non tudiant,categorie socioprofessionnelle,2017,
Corse,inactifs non tudiant,categorie socioprofessionnelle,2018,
Corse,inactifs non tudiant,categorie socioprofessionnelle,2019,
Corse,inactifs non tudiant,categorie socioprofessionnelle,2020,
Grand-Est,inactifs non tudiant,categorie socioprofessionnelle,2016,25,65674883
Grand-Est,inactifs non tudiant,categorie socioprofessionnelle,2017,19,62348902
Grand-Est,inactifs non tudiant,categorie socioprofessionnelle,2018,19,93481275
Grand-Est,inactifs non tudiant,categorie socioprofessionnelle,2019,21,29876053
Grand-Est,inactifs non tudiant,categorie socioprofessionnelle,2020,22,61078005
Hauts-de-France,inactifs non tudiant,categorie socioprofessionnelle,2016,21,43067403
Hauts-de-France,inactifs non tudiant,categorie socioprofessionnelle,2017,20,20627681
Hauts-de-France,inactifs non tudiant,categorie socioprofessionnelle,2018,18,0067688
Hauts-de-France,inactifs non tudiant,categorie socioprofessionnelle,2019,20,600666
Hauts-de-France,inactifs non tudiant,categorie socioprofessionnelle,2020,18,52096848
Ile-de-France,inactifs non tudiant,categorie socioprofessionnelle,2016,23,89925766
Ile-de-France,inactifs non tudiant,categorie socioprofessionnelle,2017,19,19598802
Ile-de-France,inactifs non tudiant,categorie socioprofessionnelle,2018,18,12281009
Ile-de-France,inactifs non tudiant,categorie socioprofessionnelle,2019,20,2971674
Ile-de-France,inactifs non tudiant,categorie socioprofessionnelle,2020,19,44197176
Normandie,inactifs non tudiant,categorie socioprofessionnelle,2016,23,19833819
Normandie,inactifs non tudiant,categorie socioprofessionnelle,2017,21,25369914
Normandie,inactifs non tudiant,categorie socioprofessionnelle,2018,17,88747958
Normandie,inactifs non tudiant,categorie socioprofessionnelle,2019,22,84367087
Normandie,inactifs non tudiant,categorie socioprofessionnelle,2020,19,45056414
Nouvelle Aquitaine,inactifs non tudiant,categorie socioprofessionnelle,2016,24,26776495
Nouvelle Aquitaine,inactifs non tudiant,categorie socioprofessionnelle,2017,21,14501401
Nouvelle Aquitaine,inactifs non tudiant,categorie socioprofessionnelle,2018,20,45983774
Nouvelle Aquitaine,inactifs non tudiant,categorie socioprofessionnelle,2019,23,91556901
Nouvelle Aquitaine,inactifs non tudiant,categorie socioprofessionnelle,2020,21,51411368
Occitanie,inactifs non tudiant,categorie socioprofessionnelle,2016,23,30478466
Occitanie,inactifs non tudiant,categorie socioprofessionnelle,2017,23,58901362
Occitanie,inactifs non tudiant,categorie socioprofessionnelle,2018,20,91989368
Occitanie,inactifs non tudiant,categorie socioprofessionnelle,2019,23,52896486
Occitanie,inactifs non tudiant,categorie socioprofessionnelle,2020,21,33432061
Pays de la Loire,inactifs non tudiant,categorie socioprofessionnelle,2016,27,88601799
Pays de la Loire,inactifs non tudiant,categorie socioprofessionnelle,2017,25,4785799
Pays de la Loire,inactifs non tudiant,categorie socioprofessionnelle,2018,24,73152572
Pays de la Loire,inactifs non tudiant,categorie socioprofessionnelle,2019,27,89727787
Pays de la Loire,inactifs non tudiant,categorie socioprofessionnelle,2020,27,46137117
Provence-Alpes-Cte-d'Azur,inactifs non tudiant,categorie socioprofessionnelle,2016,25,50946733
Provence-Alpes-Cte-d'Azur,inactifs non tudiant,categorie socioprofessionnelle,2017,26,05341192
Provence-Alpes-Cte-d'Azur,inactifs non tudiant,categorie socioprofessionnelle,2018,23,13296067
Provence-Alpes-Cte-d'Azur,inactifs non tudiant,categorie socioprofessionnelle,2019,24,83165837
Provence-Alpes-Cte-d'Azur,inactifs non tudiant,categorie socioprofessionnelle,2020,22,25647702
Auvergne - Rhne-Alpes,habitus assidus,habitudes,2016,14,28824239
Auvergne - Rhne-Alpes,habitus assidus,habitudes,2017,10,57956629
Auvergne - Rhne-Alpes,habitus assidus,habitudes,2018,16,05819988
Auvergne - Rhne-Alpes,habitus assidus,habitudes,2019,13,13022187
Auvergne - Rhne-Alpes,habitus assidus,habitudes,2020,18,44086557
Bourgogne - Franche-Comt,habitus assidus,habitudes,2016,16,12248596
Bourgogne - Franche-Comt,habitus assidus,habitudes,2017,12,82951824
Bourgogne - Franche-Comt,habitus assidus,habitudes,2018,15,28838426
Bourgogne - Franche-Comt,habitus assidus,habitudes,2019,12,8846224
Bourgogne - Franche-Comt,habitus assidus,habitudes,2020,16,27108245
Bretagne,habitus assidus,habitudes,2016,14,2788009
Bretagne,habitus assidus,habitudes,2017,9,985498487
Bretagne,habitus assidus,habitudes,2018,12,51129447
Bretagne,habitus assidus,habitudes,2019,9,797325833
Bretagne,habitus assidus,habitudes,2020,13,09360362
Centre - Val-de-Loire,habitus assidus,habitudes,2016,19,11837239
Centre - Val-de-Loire,habitus assidus,habitudes,2017,12,37100288
Centre - Val-de-Loire,habitus assidus,habitudes,2018,14,84946843
Centre - Val-de-Loire,habitus assidus,habitudes,2019,12,82932227
Centre - Val-de-Loire,habitus assidus,habitudes,2020,16,27947105
Corse,habitus assidus,habitudes,2016,
Corse,habitus assidus,habitudes,2017,
Corse,habitus assidus,habitudes,2018,
Corse,habitus assidus,habitudes,2019,
Corse,habitus assidus,habitudes,2020,
Grand-Est,habitus assidus,habitudes,2016,15,39429179
Grand-Est,habitus assidus,habitudes,2017,9,916413389
Grand-Est,habitus assidus,habitudes,2018,13,29683128
